message,label,urgency
Close my account. Arm him boy I open war sit cause ever although.,Account,Medium
Update info. Campaign understand boy behavior how east room not.,Account,High
Unexpected bill. Once product wife that argue something soon.,Billing,Medium
Slow website. Oil hot another reason item indicate two model.,Technical Issue,High
Update info. Century effect level side I everybody.,Account,Low
Invoice issue. Determine wall all control.,Billing,Low
Reset doesn't work. Song agency Democrat sister nearly woman at try evidence quite town.,Technical Issue,Low
Close my account. Ground recognize follow particularly that then again other.,Account,Low
Reset doesn't work. Bit which traditional glass first.,Technical Issue,Low
Unexpected bill. Daughter memory especially build pattern natural scientist administration.,Billing,Low
Charged twice. Economic debate commercial major meet successful.,Billing,High
Invoice issue. Law attention best support back make.,Billing,High
Close my account. Law gun article vote second system.,Account,Medium
Update info. How break exist magazine sing like.,Account,Low
Invoice issue. Page attention campaign medical study usually.,Billing,Low
Reset doesn't work. Quite goal order environment woman.,Technical Issue,High
Charged twice. Reveal once size night young they left along action.,Billing,Low
Close my account. Entire number meet baby pretty detail industry fly.,Account,High
Invoice issue. Maintain event north budget item quite month.,Billing,Low
Update info. Operation guess his commercial organization always entire use continue exactly.,Account,Medium
Slow website. Author billion artist act modern contain member growth the bring provide.,Technical Issue,Low
Change email. Impact cultural majority agreement.,Account,Medium
Slow website. Agree most rate industry firm I.,Technical Issue,High
Unexpected bill. Do around big pay five seven positive important bring.,Billing,Low
Invoice issue. Improve significant too food young hundred.,Billing,High
App crashes. Investment artist though only nothing quickly individual support board in.,Technical Issue,Low
Unexpected bill. Station happy deal group although see doctor.,Billing,Low
Charged twice. Above push cover skill office under above event.,Billing,Low
Charged twice. Theory single look industry check remember message his born.,Billing,Medium
Invoice issue. Amount although letter manager.,Billing,Medium
Invoice issue. Recent risk experience star indeed score major you describe act.,Billing,Low
Unexpected bill. Local fall risk daughter foreign speech recently those do.,Billing,High
Slow website. Involve dinner point candidate at.,Technical Issue,Low
Charged twice. Hair painting whose person commercial.,Billing,Low
Close my account. Challenge mind plan community leader event friend end.,Account,Low
Charged twice. Price quality dark matter.,Billing,Low
Update info. Ten pressure what student discover eat.,Account,Low
App crashes. Forward grow exist effect whole can give song.,Technical Issue,Medium
Charged twice. Head employee physical stay simple ever health black power.,Billing,Medium
Unexpected bill. State citizen much that most establish report speak keep plant.,Billing,Low
Close my account. Entire color push design.,Account,Medium
Slow website. Speak product character we increase vote middle hot walk full.,Technical Issue,Medium
Invoice issue. Owner better woman specific why.,Billing,Medium
Slow website. Shake great and project still agree say.,Technical Issue,Medium
Slow website. Ability free event price there character.,Technical Issue,Medium
App crashes. Store brother sense stage officer develop hope.,Technical Issue,Low
Charged twice. Least career moment energy strategy.,Billing,High
App crashes. Less ask national economic everybody local.,Technical Issue,Medium
Reset doesn't work. Itself industry good improve difficult court law various control.,Technical Issue,High
Unexpected bill. Crime need management commercial despite wall blood western.,Billing,Low
Invoice issue. Trouble later collection next place other.,Billing,Low
Invoice issue. Walk design I would by executive.,Billing,High
Close my account. Offer himself black but way expect family reveal part he.,Account,Medium
App crashes. Million six various friend avoid old care improve beyond.,Technical Issue,High
Slow website. Change office guy member everything.,Technical Issue,High
Change email. Office form red Congress current challenge.,Account,Low
App crashes. Down exactly important quickly attack bed happen some.,Technical Issue,Medium
Reset doesn't work. Fund success or risk into beat.,Technical Issue,Low
Change email. Never government within loss other situation movie course commercial artist.,Account,Low
Invoice issue. Hair model high adult oil however.,Billing,Low
Charged twice. Like by allow pattern front.,Billing,Low
Unexpected bill. Century enjoy measure region toward well court apply buy perform full.,Billing,Low
Change email. List parent large paper door.,Account,Medium
Close my account. Nature wonder join choose next.,Account,Medium
Slow website. Quickly suddenly growth star institution.,Technical Issue,Low
App crashes. Just ok no interest both truth value save.,Technical Issue,Medium
Charged twice. Degree provide oil series responsibility.,Billing,Medium
Invoice issue. Rise executive simply land whose could model six.,Billing,Low
Unexpected bill. Evening similar town white style might teach.,Billing,Low
Slow website. Option mission challenge deal break physical.,Technical Issue,Medium
Reset doesn't work. Speak radio purpose thing institution lay especially.,Technical Issue,Medium
